element,ion,wavelength,rel_intensity
S,II,621.135,160
S,II,739.491,984
S,II,872.452,144
S,II,737.425,935
S,II,734.146,691
S,II,637.9,526
S,II,224.78,766
S,II,659.448,688
S,II,765.35,815
S,II,234.461,508
S,II,331.971,650
S,II,429.06,417
S,II,815.593,628
S,II,610.448,469
S,II,812.465,94
S,II,855.987,712
S,II,791.562,929
S,II,395.126,857
S,II,548.742,159
S,II,240.886,632
S,II,624.582,164
S,II,292.749,196
S,II,821.095,332
S,II,409.436,761
S,II,876.218,291
S,II,656.306,710
S,II,591.39,968
S,II,828.046,999
S,II,439.722,951
S,II,784.088,152
S,II,297.433,418
S,II,667.328,74
Cl,I,528.486,537
Cl,I,880.848,380
Cl,I,213.975,323
Cl,I,649.306,552
Cl,I,523.829,833
Cl,I,316.787,620
Cl,I,391.004,878
Cl,I,259.902,350
Cl,I,376.168,981
Cl,I,243.374,913
Cl,I,373.478,496
Cl,I,298.085,738
Cl,I,782.811,214
Cl,I,633.534,846
Cl,I,591.217,677
Cl,I,797.939,915
Cl,I,706.235,792
Cl,I,465.897,279
Cl,I,688.436,742
Cl,I,201.246,609
Cl,I,395.532,519
Cl,I,535.883,348
Cl,I,885.88,563
Cl,I,238.334,702
Cl,I,681.111,367
Cl,I,235.181,374
Cl,I,848.104,664
Cl,I,345.386,492
Cl,I,461.793,498
Cl,I,626.626,392
Cl,I,541.131,608
Cl,I,845.992,974
Cl,I,472.169,774
Cl,I,410.847,723
Cl,I,478.094,128
Cl,I,580.397,829
Cl,I,736.114,960
Cl,I,740.75,114
Cl,I,882.561,271
Cl,I,718.088,659
Cl,I,581.132,617
Cl,I,693.206,394
Cl,I,444.885,697
Cl,I,227.552,242
Cl,I,569.43,537
Cl,I,878.19,967
Cl,I,212.45,375
Cl,I,529.263,692
Cl,I,858.845,390
Cl,I,812.946,230
Cl,I,847.043,420
Cl,I,691.706,649
Cl,I,226.244,118
Cl,I,663.811,366
Cl,I,249.221,849
Cl,I,577.961,318
Cl,I,370.057,286
Cl,I,231.165,545
Cl,I,383.396,864
Cl,I,878.462,974
Cl,I,733.678,504
Cl,I,468.298,733
Cl,I,436.197,340
Cl,I,795.81,427
Cl,I,277.24,400
Cl,I,696.728,232
Cl,I,505.073,922
Cl,I,884.93,758
Cl,I,624.083,297
Cl,I,315.675,856
Cl,I,254.263,440
Cl,I,440.916,407
Cl,I,267.293,96
Cl,I,892.555,220
Cl,I,367.162,184
Cl,I,457.42,838
Cl,I,701.177,250
Cl,I,311.265,548
Cl,I,356.873,959
Cl,I,398.744,536
Cl,I,383.832,554
Cl,I,795.597,196
Cl,I,240.464,865
Cl,II,360.774,578
Cl,II,368.319,110
Cl,II,829.289,410
Cl,II,854.05,436
Cl,II,648.492,549
Cl,II,610.601,213
Cl,II,650.596,213
Cl,II,891.241,978
Cl,II,654.541,859
Cl,II,264.398,991
Cl,II,613.819,766
Cl,II,647.195,140
Cl,II,773.225,86
Cl,II,233.951,157
Cl,II,757.063,453
Cl,II,823.844,75
Cl,II,351.44,843
Cl,II,307.712,686
Cl,II,667.435,790
Cl,II,676.991,487
Cl,II,330.078,544
Cl,II,207.812,690
Cl,II,375.316,734
Cl,II,422.853,560
Cl,II,719.84,109
Cl,II,273.007,538
Cl,II,565.18,522
Cl,II,505.006,153
Cl,II,527.06,244
Cl,II,232.994,787
Cl,II,811.483,529
Cl,II,221.178,301
Cl,II,526.794,593
Cl,II,688.297,387
Cl,II,202.361,378
Cl,II,272.91,632
Cl,II,405.75,112
Cl,II,873.866,425
Cl,II,217.963,695
Cl,II,872.909,671
Cl,II,845.601,184
Cl,II,366.341,536
Cl,II,818.453,767
Cl,II,528.366,94
Cl,II,459.155,841
Cl,II,316.596,69
Cl,II,721.615,365
Cl,II,640.584,744
Cl,II,256.212,661
Cl,II,666.43,185
Cl,II,524.97,846
Cl,II,688.296,915
Cl,II,479.229,728
Cl,II,591.212,146
Cl,II,547.509,70
Cl,II,799.345,516
Cl,II,629.905,640
Cl,II,793.344,105
Cl,II,894.183,226
Cl,II,744.934,835
Cl,II,542.11,942
Cl,II,828.156,668
Cl,II,281.454,436
Cl,II,793.371,829
Cl,II,229.529,893
Cl,II,385.937,924
Cl,II,768.958,492
Cl,II,562.254,843
Cl,II,255.553,852
Cl,II,602.925,580
Cl,II,489.769,570
Cl,II,235.526,991
Cl,II,696.52,167
Cl,II,671.809,585
Cl,II,522.671,972
Cl,II,897.216,557
Cl,II,864.245,537
Ar,I,458.826,479
Ar,I,200.15,595
Ar,I,688.987,946
Ar,I,238.207,682
Ar,I,843.394,96
Ar,I,331.442,820
Ar,I,364.966,405
Ar,I,225.672,296
Ar,I,453.302,703
Ar,I,426.344,88
Ar,I,381.738,330
Ar,I,560.936,979
Ar,I,843.881,576
Ar,I,666.198,58
Ar,I,698.936,302
Ar,I,383.274,486
Ar,I,359.077,818
Ar,I,431.827,944
Ar,I,582.342,608
Ar,I,426.298,911
Ar,I,684.013,644
Ar,I,589.447,580
Ar,I,617.553,270
Ar,I,898.158,177
Ar,I,726.787,730
Ar,I,695.693,707
Ar,I,373.973,392
Ar,I,488.188,529
Ar,I,681.744,211
Ar,I,428.555,427
Ar,I,302.463,251
Ar,I,858.844,686
Ar,I,412.379,503
Ar,I,542.088,867
Ar,I,730.539,592
Ar,I,690.35,93
Ar,I,317.966,486
Ar,I,695.378,164
Ar,I,854.351,983
Ar,I,561.49,77
Ar,I,874.918,878
Ar,I,822.474,575
Ar,I,835.275,895
Ar,I,873.846,360
Ar,I,730.985,433
Ar,I,228.46,199
Ar,I,538.6,139
Ar,I,322.179,583
Ar,I,224.001,261
Ar,I,740.263,749
Ar,I,680.536,587
Ar,I,737.807,444
Ar,I,640.538,762
Ar,I,683.39,742
Ar,I,296.34,356
Ar,I,307.57,567
Ar,I,447.93,187
Ar,I,883.193,304
Ar,I,571.105,578
Ar,I,524.936,104
Ar,I,639.733,58
Ar,I,710.808,353
Ar,I,520.313,848
Ar,I,524.236,572
Ar,I,502.346,354
Ar,I,682.524,76
Ar,I,488.789,78
Ar,I,840.69,756
Ar,I,393.697,716
Ar,I,423.457,680
Ar,I,411.619,732
Ar,I,215.761,953
Ar,I,696.732,826
Ar,I,733.192,940
Ar,I,278.707,852
Ar,I,230.738,819
Ar,I,622.034,452
Ar,I,384.563,313
Ar,I,401.396,404
Ar,I,308.668,477
Ar,I,507.66,239
Ar,I,295.859,698
Ar,I,561.661,529
Ar,I,829.157,921
Ar,I,790.461,932
Ar,II,808.329,335
Ar,II,373.934,940
Ar,II,233.485,234
Ar,II,208.782,96
Ar,II,509.832,188
Ar,II,748.5,486
Ar,II,392.545,90
Ar,II,589.369,232
Ar,II,493.546,739
Ar,II,744.773,574
Ar,II,815.722,472
Ar,II,275.026,313
Ar,II,300.683,652
Ar,II,670.016,451
Ar,II,274.308,808
Ar,II,328.986,421
Ar,II,405.109,362
Ar,II,214.89,678
Ar,II,221.708,281
Ar,II,881.925,774
Ar,II,291.494,545
Ar,II,878.428,757
Ar,II,363.111,625
Ar,II,658.674,195
Ar,II,644.217,979
Ar,II,547.415,929
Ar,II,209.095,804
Ar,II,810.908,774
Ar,II,240.552,552
Ar,II,224.084,499
Ar,II,471.349,343
Ar,II,342.222,827
Ar,II,386.185,850
Ar,II,735.162,683
Ar,II,493.574,105
Ar,II,330.4,364
Ar,II,494.708,247
Ar,II,780.279,605
Ar,II,827.76,338
Ar,II,369.597,496
Ar,II,548.279,226
Ar,II,222.961,317
Ar,II,297.402,360
Ar,II,372.138,251
Ar,II,686.898,926
Ar,II,329.414,515
Ar,II,886.844,389
Ar,II,489.234,978
Ar,II,740.248,713
Ar,II,207.007,989
Ar,II,651.188,418
Ar,II,695.276,917
Ar,II,243.39,474
Ar,II,372.156,945
Ar,II,535.793,130
Ar,II,425.78,201
Ar,II,873.782,289
Ar,II,767.025,642
Ar,II,859.381,874
Ar,II,816.987,720
Ar,II,551.277,310
Ar,II,532.119,183
Ar,II,690.886,439
Ar,II,845.928,518
Ar,II,321.999,250
Ar,II,260.72,746
Ar,II,323.596,736
Ar,II,757.519,169
Ar,II,569.357,833
Ar,II,362.519,272
Ar,II,719.156,691
Ar,II,657.707,678
Ar,II,387.216,941
Ar,II,854.245,772
Ar,II,850.695,358
Ar,II,358.338,457
Ar,II,514.63,314
Ar,II,813.927,224
Ar,II,690.983,937
Ar,II,652.172,930
K,I,831.262,319
K,I,853.944,149
K,I,530.303,387
K,I,631.075,243
K,I,686.463,527
K,I,238.935,725
K,I,269.953,895
K,I,365.404,711
K,I,582.92,560
K,I,868.924,148
K,I,714.954,105
K,I,281.207,933
K,I,643.913,546
K,I,291.023,256
K,I,507.016,824
K,I,397.225,924
K,I,573.713,766
K,I,852.256,925
K,I,552.342,983
K,I,407.547,692
K,I,832.203,784
K,I,681.732,896
K,I,302.453,847
K,I,681.742,55
K,I,402.679,260
K,I,352.302,336
K,I,449.412,104
K,I,602.545,697
K,I,740.794,77
K,I,783.597,612
K,I,545.078,683
K,I,207.73,548
K,I,770.521,997
K,I,488.706,868
K,I,785.386,614
K,I,707.014,881
K,I,562.174,416
K,I,595.265,765
K,I,442.2,230
K,I,889.55,475
K,I,363.093,72
K,I,312.202,448
K,I,542.67,713
K,I,759.597,607
K,I,707.605,126
K,I,731.426,726
K,I,489.34,473
K,I,504.082,279
K,I,645.611,688
K,I,665.704,51
K,I,857.783,891
K,I,427.156,697
K,I,604.998,78
K,I,503.159,900
K,I,595.459,539
K,I,426.471,732
K,I,357.458,932
K,I,872.545,616
K,I,587.512,981
K,I,396.707,137
K,I,331.586,425
K,I,607.884,770
K,I,517.719,726
K,I,218.325,776
K,I,575.736,274
K,I,663.04,992
K,I,447.729,613
K,I,818.28,187
K,I,228.594,482
K,I,459.599,456
K,I,748.208,518
K,I,587.099,626
K,I,535.377,479
K,I,379.201,503
K,I,857.326,72
K,I,841.314,579
K,I,400.534,59
K,I,801.984,685
K,I,613.388,549
K,I,350.003,999
K,I,539.433,847
K,I,898.757,423
K,I,250.52,130
K,I,746.615,304
K,I,640.631,639
K,I,847.527,863
K,II,246.918,388
K,II,857.651,939
K,II,853.807,721
K,II,363.681,80
K,II,650.792,896
K,II,423.392,877
K,II,735.56,97
K,II,505.373,550
K,II,467.275,848
K,II,867.002,741
K,II,421.66,257
K,II,250.183,593
K,II,231.08,982
K,II,889.971,938
K,II,738.018,104
K,II,381.488,539
K,II,766.351,332
K,II,812.519,80
K,II,275.465,590
K,II,581.495,643
K,II,785.762,875
K,II,465.829,437
K,II,781.074,117
K,II,857.351,901
K,II,829.984,875
K,II,483.941,224
K,II,645.327,999
K,II,720.736,85
K,II,552.763,975
K,II,271.836,878
K,II,282.138,706
K,II,326.648,834
K,II,247.504,491
K,II,688.44,374
K,II,655.638,676
K,II,350.694,612
K,II,589.197,608
K,II,296.835,346
K,II,325.429,696
K,II,394.881,927
K,II,796.251,788
K,II,773.373,868
K,II,407.006,190
K,II,388.893,415
K,II,754.734,340
K,II,289.279,128
K,II,747.458,850
K,II,475.191,410
K,II,680.889,284
K,II,558.727,859
K,II,810.178,233
K,II,652.938,501
K,II,610.706,821
K,II,806.76,307
K,II,222.322,681
K,II,813.867,976
K,II,389.293,521
K,II,542.048,663
K,II,299.516,381
K,II,535.066,923
K,II,311.285,295
K,II,447.365,581
K,II,234.888,225
K,II,680.985,866
K,II,452.704,283
K,II,757.081,345
K,II,697.166,577
K,II,874.938,635
K,II,266.682,897
K,II,823.414,508
K,II,307.815,559
K,II,432.14,365
K,II,550.986,471
K,II,543.392,594
K,II,387.721,580
K,II,474.998,747
K,II,864.657,656
K,II,492.274,958
K,II,586.187,625
K,II,826.707,175
Ca,I,861.597,512
Ca,I,798.221,898
Ca,I,670.255,529
Ca,I,743.524,805
Ca,I,445.248,369
Ca,I,670.228,160
Ca,I,266.345,147
Ca,I,698.092,901
Ca,I,609.494,740
Ca,I,763.802,320
Ca,I,265.864,393
Ca,I,725.601,242
Ca,I,264.41,237
Ca,I,430.129,381
Ca,I,256.187,707
Ca,I,220.035,685
Ca,I,642.936,994
Ca,I,235.142,220
Ca,I,555.893,846
Ca,I,434.288,621
Ca,I,385.456,760
Ca,I,384.194,966
Ca,I,234.023,364
Ca,I,605.408,534
Ca,I,602.809,558
Ca,I,650.511,403
Ca,I,512.748,973
Ca,I,662.924,760
Ca,I,813.752,590
Ca,I,825.84,553
Ca,I,784.126,678
Ca,I,701.964,409
Ca,I,536.306,992
Ca,I,761.728,691
Ca,I,608.278,255
Ca,I,472.206,769
Ca,I,732.361,945
Ca,I,833.418,271
Ca,I,520.123,998
Ca,I,479.823,931
Ca,I,517.326,473
Ca,I,539.127,100
Ca,I,760.329,525
Ca,I,808.149,407
Ca,I,512.04,56
Ca,I,560.327,532
Ca,I,239.849,711
Ca,I,458.642,522
Ca,I,797.057,966
Ca,I,821.377,188
Ca,I,387.908,504
Ca,I,392.028,800
Ca,I,818.281,763
Ca,I,287.56,911
Ca,I,846.551,451
Ca,I,699.462,61
Ca,I,458.825,987
Ca,I,724.207,509
Ca,I,739.468,151
Ca,I,557.032,386
Ca,I,226.785,485
Ca,I,754.747,946
Ca,I,415.204,944
Ca,I,221.332,469
Ca,I,812.744,76
Ca,I,367.076,210
Ca,I,348.818,209
Ca,I,471.199,773
Ca,I,269.953,186
Ca,I,407.858,230
Ca,I,224.526,89
Ca,I,201.043,261
Ca,I,429.398,723
Ca,I,205.111,655
Ca,I,469.191,229
Ca,I,510.93,516
Ca,I,281.378,124
Ca,I,736.989,865
Ca,I,848.317,927
Ca,I,201.112,241
Ca,I,543.659,711
Ca,I,470.646,433
Ca,I,502.309,109
Ca,I,645.95,906
Ca,I,776.115,178
Ca,I,693.797,516
Ca,II,281.971,598
Ca,II,325.264,352
Ca,II,434.929,150
Ca,II,756.708,634
Ca,II,333.721,323
Ca,II,834.146,906
Ca,II,247.706,208
Ca,II,485.369,231
Ca,II,833.095,979
Ca,II,698.059,918
Ca,II,521.277,495
Ca,II,724.857,754
Ca,II,545.849,713
Ca,II,671.439,394
Ca,II,849.115,101
Ca,II,403.094,293
Ca,II,220.375,879
Ca,II,350.616,540
Ca,II,400.167,78
Ca,II,330.024,642
Ca,II,479.258,750
Ca,II,322.158,259
Ca,II,409.296,886
Ca,II,748.955,399
Ca,II,230.565,152
Ca,II,649.873,230
Ca,II,639.552,781
Ca,II,494.528,773
Ca,II,718.676,725
Ca,II,668.144,988
Ca,II,488.91,505
Ca,II,871.709,195
Ca,II,581.038,678
Ca,II,405.404,122
Ca,II,294.236,349
Ca,II,751.099,232
Ca,II,741.896,662
Ca,II,384.577,185
Ca,II,685.202,492
Ca,II,667.475,737
Ca,II,728.444,559
Ca,II,624.029,695
Ca,II,409.507,421
Ca,II,616.046,443
Ca,II,505.276,645
Ca,II,245.05,486
Ca,II,295.996,906
Ca,II,620.979,842
Ca,II,758.653,265
Ca,II,210.134,287
Ca,II,456.164,158
Ca,II,212.978,324
Ca,II,880.657,217
Ca,II,203.387,426
Ca,II,835.218,290
Ca,II,279.404,538
Ca,II,295.531,779
Ca,II,810.617,581
Ca,II,708.632,830
Ca,II,413.903,939
Ca,II,875.258,179
Ca,II,619.788,553
Ca,II,408.753,183
Ca,II,217.593,698
Ca,II,782.986,194
Ca,II,469.277,129
Ca,II,262.943,138
Ca,II,509.671,179
Ca,II,317.809,498
Ca,II,700.785,606
Ca,II,887.966,606
Ca,II,237.085,324
Ca,II,300.264,59
Ca,II,875.427,252
Ca,II,783.1,864
Ca,II,695.143,199
Ca,II,206.4,575
Ca,II,786.8,744
Ca,II,673.309,326
Ca,II,427.108,517
Ca,II,342.732,548
Ca,II,277.026,515
Ca,II,281.922,695
Ca,II,702.896,256
Sc,I,386.022,159
Sc,I,232.749,146
Sc,I,345.448,317
Sc,I,403.314,991
Sc,I,795.78,397
Sc,I,251.003,760
Sc,I,899.645,996
Sc,I,446.87,218
Sc,I,721.789,652
Sc,I,341.905,240
Sc,I,646.296,539
Sc,I,542.127,562
Sc,I,485.647,56
Sc,I,251.851,776
Sc,I,816.978,633
Sc,I,463.667,151
Sc,I,447.928,622
Sc,I,460.962,940
Sc,I,327.913,881
Sc,I,439.471,435
Sc,I,869.475,914
Sc,I,657.357,397
Sc,I,369.71,61
Sc,I,431.718,979
Sc,I,736.687,645
Sc,I,524.389,346
Sc,I,743.25,96
Sc,I,572.527,580
Sc,I,479.929,69
Sc,I,439.98,988
Sc,I,570.712,259
Sc,I,653.33,404
Sc,I,416.018,723
Sc,I,806.237,660
Sc,I,391.451,781
Sc,I,419.514,538
Sc,I,769.916,938
Sc,I,480.965,717
Sc,I,724.741,277
Sc,I,461.502,370
Sc,I,862.205,499
Sc,I,389.706,510
Sc,I,245.659,474
Sc,I,782.784,329
Sc,I,490.816,956
Sc,I,260.887,220
Sc,I,645.113,750
Sc,I,750.636,79
Sc,I,466.082,895
Sc,I,544.408,158
Sc,I,893.911,812
Sc,I,802.878,540
Sc,I,250.846,748
Sc,I,399.978,311
Sc,I,274.23,375
Sc,I,384.865,920
Sc,I,851.966,166
Sc,I,897.617,162
Sc,I,612.392,444
Sc,I,247.523,490
Sc,I,421.61,484
Sc,I,451.241,110
Sc,I,441.254,732
Sc,I,687.701,63
Sc,I,804.244,349
Sc,I,406.268,616
Sc,I,826.161,293
Sc,I,669.126,255
Sc,I,551.376,347
Sc,I,346.346,749
Sc,I,599.974,743
Sc,I,230.72,567
Sc,I,685.292,824
Sc,I,282.396,710
Sc,I,606.803,310
Sc,I,239.242,200
Sc,I,238.243,195
Sc,I,329.344,138
Sc,I,262.702,288
Sc,I,737.69,323
Sc,I,894.1,435
Sc,I,385.961,124
Sc,I,220.134,651
Sc,I,765.385,776
Sc,I,236.19,909
Sc,I,577.824,801
Sc,I,403.012,114
Sc,I,727.292,681
Sc,I,864.702,618
Sc,II,601.915,361
Sc,II,612.49,66
Sc,II,309.779,966
Sc,II,304.924,835
Sc,II,237.515,620
Sc,II,847.797,729
Sc,II,220.622,436
Sc,II,312.379,499
Sc,II,506.835,612
Sc,II,334.419,500
Sc,II,755.294,52
Sc,II,513.569,575
Sc,II,823.668,349
Sc,II,851.144,314
Sc,II,747.395,941
Sc,II,286.555,374
Sc,II,678.582,962
Sc,II,880.357,476
Sc,II,631.655,350
Sc,II,445.034,199
Sc,II,893.037,577
Sc,II,525.629,90
Sc,II,620.833,462
Sc,II,281.137,715
Sc,II,732.691,561
Sc,II,648.852,161
Sc,II,514.102,357
Sc,II,674.132,526
Sc,II,385.14,817
Sc,II,615.961,427
Sc,II,545.752,85
Sc,II,229.504,920
Sc,II,533.845,296
Sc,II,500.415,569
Sc,II,439.747,766
Sc,II,875.797,81
Sc,II,850.329,337
Sc,II,263.681,180
Sc,II,794.32,658
Sc,II,786.346,651
Sc,II,574.844,722
Sc,II,435.708,140
Sc,II,601.566,271
Sc,II,212.179,610
Sc,II,293.715,226
Sc,II,602.915,590
Sc,II,693.681,881
Sc,II,296.815,378
Sc,II,750.513,731
Sc,II,437.113,190
Sc,II,315.721,371
Sc,II,275.567,113
Sc,II,822.515,78
Sc,II,550.965,402
Sc,II,453.603,864
Sc,II,896.11,839
Sc,II,862.039,776
Sc,II,235.97,298
Sc,II,807.526,202
Sc,II,293.416,726
Sc,II,631.791,492
Sc,II,713.804,592
Sc,II,409.732,616
Sc,II,271.438,122
Sc,II,640.165,71
Sc,II,810.599,762
Sc,II,216.552,859
Sc,II,616.524,970
Sc,II,523.136,236
Sc,II,583.667,881
Sc,II,512.984,836
Sc,II,369.303,300
Sc,II,623.788,267
Sc,II,592.415,313
Sc,II,850.849,993
Ti,I,520.83,844
Ti,I,291.615,335
Ti,I,442.504,653
Ti,I,772.982,832
Ti,I,618.7,584
Ti,I,639.914,212
Ti,I,645.084,318
Ti,I,453.639,882
Ti,I,467.581,141
Ti,I,769.981,194
Ti,I,829.366,261
Ti,I,420.767,705
Ti,I,367.871,892
Ti,I,235.98,558
Ti,I,565.512,355
Ti,I,887.269,419
Ti,I,512.881,322
Ti,I,886.007,314
Ti,I,528.792,383
Ti,I,316.661,876
Ti,I,429.385,545
Ti,I,534.229,194
Ti,I,673.503,152
Ti,I,518.396,480
Ti,I,478.62,881
Ti,I,240.121,822
Ti,I,596.72,938
Ti,I,318.265,230
Ti,I,389.187,620
Ti,I,876.883,388
Ti,I,258.057,89
Ti,I,792.465,136
Ti,I,684.69,295
Ti,I,757.063,725
Ti,I,267.373,269
Ti,I,357.617,746
Ti,I,759.552,945
Ti,I,551.547,681
Ti,I,408.772,635
Ti,I,611.918,959
Ti,I,808.071,387
Ti,I,421.369,207
Ti,I,763.145,181
Ti,I,876.678,96
Ti,I,403.691,250
Ti,I,610.163,680
Ti,I,475.826,992
Ti,I,342.594,353
Ti,I,697.326,385
Ti,I,788.503,902
Ti,I,816.118,811
Ti,I,659.064,924
Ti,I,882.317,609
Ti,I,825.986,599
Ti,I,752.037,644
Ti,I,406.372,956
Ti,I,724.434,678
Ti,I,223.76,185
Ti,I,801.642,874
Ti,I,529.291,157
Ti,I,812.284,244
Ti,I,564.942,589
Ti,I,471.809,435
Ti,I,320.279,335
Ti,I,206.723,148
Ti,I,876.377,979
Ti,I,874.802,671
Ti,I,708.237,698
Ti,I,208.128,737
Ti,I,649.311,158
Ti,I,704.63,838
Ti,I,548.159,829
Ti,I,584.054,139
Ti,I,352.652,941
Ti,I,509.883,168
Ti,I,757.527,974
Ti,I,875.777,740
Ti,I,756.28,514
Ti,I,708.225,850
Ti,I,290.509,255
Ti,I,420.685,196
Ti,II,264.072,340
Ti,II,375.4,408
Ti,II,870.486,995
Ti,II,455.232,434
Ti,II,726.096,848
Ti,II,292.762,169
Ti,II,264.957,587
Ti,II,715.395,519
Ti,II,538.179,762
Ti,II,745.279,968
Ti,II,761.677,454
Ti,II,892.607,973
Ti,II,333.392,129
Ti,II,216.445,625
Ti,II,320.685,397
Ti,II,556.241,991
Ti,II,340.464,669
Ti,II,608.291,954
Ti,II,280.674,386
Ti,II,579.331,588
Ti,II,336.79,714
Ti,II,358.862,863
Ti,II,409.205,629
Ti,II,615.498,185
Ti,II,587.058,450
Ti,II,608.407,282
Ti,II,514.395,650
Ti,II,361.692,554
Ti,II,851.743,170
Ti,II,222.63,761
Ti,II,725.54,322
Ti,II,547.746,488
Ti,II,311.825,568
Ti,II,653.936,500
Ti,II,785.136,844
Ti,II,365.261,886
Ti,II,444.61,51
Ti,II,373.765,812
Ti,II,726.544,636
Ti,II,560.618,986
Ti,II,325.01,353
Ti,II,843.844,793
Ti,II,310.402,900
Ti,II,622.213,453
Ti,II,790.931,285
Ti,II,210.38,390
Ti,II,870.447,550
Ti,II,453.94,268
Ti,II,272.409,478
Ti,II,680.539,89
Ti,II,716.58,84
Ti,II,537.323,668
Ti,II,546.777,964
Ti,II,734.947,297
Ti,II,674.074,274
Ti,II,498.217,704
Ti,II,212.29,277
Ti,II,476.96,97
Ti,II,216.991,599
Ti,II,261.774,222
Ti,II,451.546,394
Ti,II,825.075,93
Ti,II,206.157,583
Ti,II,836.041,373
Ti,II,759.607,686
Ti,II,883.351,248
Ti,II,370.182,929
Ti,II,573.367,609
Ti,II,696.682,579
Ti,II,543.051,784
Ti,II,578.039,837
Ti,II,854.235,101
Ti,II,762.54,296
Ti,II,801.184,330
Ti,II,897.999,308
Ti,II,354.977,981
Ti,II,847.3,660
V,I,515.057,723
V,I,431.488,193
V,I,355.372,390
V,I,381.651,832
V,I,422.326,225
V,I,513.483,967
V,I,219.638,608
V,I,896.75,752
V,I,466.167,523
V,I,471.632,825
V,I,858.806,223
V,I,645.851,127
V,I,750.656,676
V,I,312.395,804
V,I,678.324,913
V,I,221.513,607
V,I,751.701,602
V,I,745.464,265
V,I,885.384,309
V,I,775.063,275
V,I,523.38,664
V,I,305.492,120
V,I,274.685,531
V,I,488.111,145
V,I,893.845,952
V,I,854.054,764
V,I,654.612,456
V,I,698.557,197
V,I,891.827,225
V,I,528.574,458
V,I,860.396,856
V,I,255.84,705
V,I,522.185,174
V,I,264.33,591
V,I,394.344,155
V,I,218.152,988
V,I,899.06,331
V,I,782.822,338
V,I,848.46,226
V,I,544.251,108
V,I,288.915,203
V,I,691.981,139
V,I,635.124,327
V,I,866.334,63
V,I,264.947,913
V,I,229.881,814
V,I,796.852,660
V,I,513.451,585
V,I,667.504,582
V,I,508.347,52
V,I,544.93,287
V,I,800.198,662
V,I,692.158,192
V,I,294.027,956
V,I,300.927,597
V,I,726.44,665
V,I,859.148,90
V,I,488.416,161
V,I,232.536,426
V,I,212.942,574
V,I,222.386,344
V,I,808.094,758
V,I,757.767,642
V,I,497.058,286
V,I,335.582,925
V,I,833.39,917
V,I,296.631,479
V,I,208.829,487
V,I,368.364,513
V,I,831.155,673
V,I,400.083,357
V,I,485.67,483
V,I,874.697,124
V,I,327.091,928
V,I,261.046,258
V,II,472.758,105
V,II,286.938,691
V,II,594.279,74
V,II,240.407,475
V,II,339.677,206
V,II,351.468,489
V,II,869.449,719
V,II,316.943,442
V,II,863.446,739
V,II,499.796,298
V,II,523.351,73
V,II,757.695,229
V,II,252.601,704
V,II,828.385,828
V,II,525.047,852
V,II,515.919,896
V,II,764.966,936
V,II,591.43,755
V,II,481.38,62
V,II,832.397,58
V,II,597.514,817
V,II,585.014,905
V,II,642.031,293
V,II,325.268,471
V,II,548.223,959
V,II,719.973,416
V,II,200.432,483
V,II,872.943,173
V,II,749.514,558
V,II,891.311,859
V,II,563.772,68
V,II,495.903,328
V,II,473.461,284
V,II,789.815,252
V,II,447.287,52
V,II,368.644,129
V,II,476.736,976
V,II,881.399,417
V,II,224.114,779
V,II,632.407,61
V,II,350.91,899
V,II,369.996,656
V,II,284.252,358
V,II,356.416,946
V,II,690.614,360
V,II,642.12,308
V,II,849.979,521
V,II,817.405,503
V,II,758.871,398
V,II,489.301,921
V,II,871.117,345
V,II,248.443,520
V,II,318.067,560
V,II,645.484,706
V,II,430.452,924
V,II,677.397,784
V,II,410.826,624
V,II,432.115,836
V,II,650.557,709
V,II,250.713,515
V,II,877.906,151
V,II,332.34,314
V,II,806.851,877
V,II,703.176,720
V,II,771.768,525
V,II,492.513,388
V,II,526.669,882
V,II,387.362,180
V,II,757.042,470
V,II,709.753,115
V,II,220.482,127
V,II,407.351,693
V,II,561.431,338
V,II,312.007,69
V,II,376.665,155
V,II,492.763,654
V,II,301.285,181
V,II,791.029,102
V,II,298.81,447
V,II,657.283,127
V,II,454.598,169
V,II,578.049,119
V,II,877.653,808
V,II,432.491,51
V,II,334.03,741
Cr,I,225.497,553
Cr,I,436.672,512
Cr,I,633.85,556
Cr,I,860.256,715
Cr,I,432.492,511
Cr,I,669.049,278
Cr,I,616.949,812
Cr,I,642.048,489
Cr,I,661.387,344
Cr,I,448.877,744
Cr,I,214.868,988
Cr,I,587.956,322
Cr,I,802.381,124
Cr,I,238.902,820
Cr,I,687.934,394
Cr,I,694.205,182
Cr,I,509.212,729
Cr,I,793.126,209
Cr,I,783.576,826
Cr,I,537.612,730
Cr,I,790.695,910
Cr,I,730.592,53
Cr,I,597.778,728
Cr,I,329.543,217
Cr,I,802.697,133
Cr,I,888.856,841
Cr,I,342.523,779
Cr,I,324.487,950
Cr,I,797.347,293
Cr,I,836.929,714
Cr,I,765.472,475
Cr,I,751.855,860
Cr,I,306.941,974
Cr,I,576.108,502
Cr,I,822.633,894
Cr,I,626.965,387
Cr,I,739.372,358
Cr,I,792.495,64
Cr,I,861.106,265
Cr,I,667.309,392
Cr,I,329.802,447
Cr,I,601.843,950
Cr,I,895.575,861
Cr,I,780.657,921
Cr,I,707.108,93
Cr,I,365.0,816
Cr,I,565.725,685
Cr,I,754.465,443
Cr,I,458.921,859
